   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  D4a_inactive_censo_ensemble_clustered_conf_02_opt,-677.217365,-676.998275,0.363535,-676.834693,0.065843,0.061441,-676.900536,-676.896134,
o  D4a_inactive_censo_ensemble_clustered_conf_04_opt,-677.216378,-676.997299,0.364008,-676.833422,0.064685,0.060721,-676.898108,-676.894144,
o  D4a_inactive_censo_ensemble_clustered_conf_05_opt,-677.216522,-676.997444,0.363713,-676.833782,0.065444,0.061121,-676.899226,-676.894902,
o  D4a_inactive_censo_ensemble_clustered_conf_06_opt,-677.216352,-676.997192,0.364157,-676.833249,0.064827,0.060760,-676.898076,-676.894009,
o  D4a_inactive_censo_ensemble_clustered_conf_07_opt,-677.216520,-676.997452,0.363942,-676.833659,0.064650,0.060678,-676.898309,-676.894338,
o  D4a_inactive_censo_ensemble_clustered_conf_08_opt,-677.216345,-676.997207,0.364150,-676.833261,0.064924,0.060849,-676.898185,-676.894110,
o  D4a_inactive_censo_ensemble_clustered_conf_10_opt,-677.215888,-676.996620,0.363661,-676.833073,0.065656,0.061413,-676.898729,-676.894486,
o  D4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-676.037313,-675.818946,0.341603,-675.677346,0.063692,0.059883,-675.741038,-675.737229,
o  D4a_pyridinium_censo_ensemble_clustered_conf_02_opt,-676.037623,-675.819342,0.341714,-675.677759,0.062621,0.059146,-675.740380,-675.736905,
o  D4a_pyridinium_censo_ensemble_clustered_conf_04_opt,-676.037807,-675.819548,0.341646,-675.677949,0.063203,0.059404,-675.741152,-675.737353,
o  D4a_pyridinium_censo_ensemble_clustered_conf_05_opt,-676.036614,-675.818204,0.341482,-675.676800,0.063739,0.059748,-675.740539,-675.736549,
o  D4a_pyridinium_censo_ensemble_clustered_conf_06_opt,-676.036658,-675.818248,0.342036,-675.676392,0.063836,0.059708,-675.740228,-675.736100,
o  D4a_pyridinium_censo_ensemble_clustered_conf_07_opt,-676.036456,-675.818070,0.341872,-675.676320,0.063588,0.059692,-675.739908,-675.736012,
o  D4a_pyridinium_censo_ensemble_clustered_conf_08_opt,-676.036453,-675.818063,0.341741,-675.676411,0.063877,0.059801,-675.740288,-675.736212,
o  D4a_pyridinium_censo_ensemble_clustered_conf_10_opt,-676.036612,-675.818226,0.341806,-675.676547,0.063479,0.059616,-675.740026,-675.736163,
o  D4a_reduced_censo_ensemble_clustered_conf_01_opt,-676.780945,-676.562639,0.351116,-676.411187,0.064141,0.060207,-676.475328,-676.471394,
o  D4a_reduced_censo_ensemble_clustered_conf_04_opt,-676.781156,-676.562833,0.351634,-676.411147,0.063222,0.059416,-676.474369,-676.470563,
o  D4a_reduced_censo_ensemble_clustered_conf_05_opt,-676.782180,-676.563791,0.351993,-676.412029,0.061730,0.058325,-676.473759,-676.470354,
o  D4a_reduced_censo_ensemble_clustered_conf_06_opt,-676.783298,-676.564893,0.352194,-676.413094,0.061083,0.057956,-676.474177,-676.471050,
o  D4a_reduced_censo_ensemble_clustered_conf_07_opt,-676.781498,-676.563147,0.351710,-676.411644,0.060734,0.058030,-676.472378,-676.469675,
o  D4b_inactive_censo_ensemble_clustered_conf_01_opt,-716.499346,-716.267989,0.391772,-716.087027,0.068276,0.063985,-716.155303,-716.151011,
o  D4b_inactive_censo_ensemble_clustered_conf_02_opt,-716.499697,-716.268374,0.392625,-716.086741,0.067217,0.063348,-716.153958,-716.150089,
o  D4b_inactive_censo_ensemble_clustered_conf_03_opt,-716.499001,-716.267575,0.391870,-716.086537,0.068816,0.064307,-716.155353,-716.150843,
o  D4b_inactive_censo_ensemble_clustered_conf_04_opt,-716.499256,-716.267974,0.392035,-716.086638,0.069072,0.064374,-716.155710,-716.151012,
o  D4b_inactive_censo_ensemble_clustered_conf_05_opt,-716.501148,-716.269807,0.392350,-716.088706,0.065899,0.062305,-716.154605,-716.151011,
o  D4b_inactive_censo_ensemble_clustered_conf_06_opt,-716.501059,-716.269776,0.392778,-716.088318,0.065707,0.062036,-716.154025,-716.150354,
o  D4b_inactive_censo_ensemble_clustered_conf_07_opt,-716.498155,-716.266700,0.392150,-716.085596,0.067757,0.063585,-716.153353,-716.149181,
o  D4b_inactive_censo_ensemble_clustered_conf_08_opt,-716.498774,-716.267441,0.392797,-716.085728,0.067047,0.063103,-716.152775,-716.148831,
o  D4b_inactive_censo_ensemble_clustered_conf_09_opt,-716.502424,-716.271009,0.392780,-716.089786,0.064212,0.061314,-716.153998,-716.151100,
o  D4b_inactive_censo_ensemble_clustered_conf_10_opt,-716.499654,-716.268368,0.392455,-716.086962,0.067174,0.063058,-716.154136,-716.150019,
o  D4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-715.324339,-715.093547,0.369458,-714.934781,0.067161,0.063233,-715.001942,-714.998014,
o  D4b_pyridinium_censo_ensemble_clustered_conf_03_opt,-715.324678,-715.093975,0.369248,-714.935356,0.067633,0.063254,-715.002989,-714.998610,
o  D4b_pyridinium_censo_ensemble_clustered_conf_04_opt,-715.323585,-715.092750,0.369227,-714.934164,0.068389,0.063622,-715.002554,-714.997786,
o  D4b_pyridinium_censo_ensemble_clustered_conf_05_opt,-715.324871,-715.094171,0.369449,-714.935431,0.067083,0.062977,-715.002513,-714.998408,
o  D4b_pyridinium_censo_ensemble_clustered_conf_06_opt,-715.326593,-715.095906,0.370486,-714.936692,0.064387,0.061130,-715.001080,-714.997823,
o  D4b_pyridinium_censo_ensemble_clustered_conf_07_opt,-715.323604,-715.092750,0.369580,-714.933920,0.068000,0.063363,-715.001920,-714.997282,
o  D4b_pyridinium_censo_ensemble_clustered_conf_08_opt,-715.323453,-715.092630,0.369455,-714.933879,0.067964,0.063501,-715.001844,-714.997381,
o  D4b_pyridinium_censo_ensemble_clustered_conf_09_opt,-715.323607,-715.092781,0.369612,-714.933949,0.067602,0.063262,-715.001550,-714.997211,
o  D4b_pyridinium_censo_ensemble_clustered_conf_10_opt,-715.323838,-715.093130,0.369554,-714.934346,0.067105,0.062846,-715.001451,-714.997191,
o  D4b_reduced_censo_ensemble_clustered_conf_01_opt,-716.068179,-715.837558,0.378942,-715.669011,0.067498,0.063325,-715.736509,-715.732336,
o  D4b_reduced_censo_ensemble_clustered_conf_02_opt,-716.070296,-715.839457,0.379838,-715.670748,0.064863,0.061338,-715.735611,-715.732086,
o  D6a_inactive_censo_ensemble_clustered_conf_01_opt,-791.699794,-791.438281,0.397869,-791.280605,0.070337,0.065800,-791.350941,-791.346405,
o  D6a_inactive_censo_ensemble_clustered_conf_02_opt,-791.699448,-791.437851,0.397861,-791.280183,0.071107,0.066202,-791.351289,-791.346385,
o  D6a_inactive_censo_ensemble_clustered_conf_04_opt,-791.698928,-791.437165,0.397468,-791.279838,0.071567,0.066727,-791.351405,-791.346565,
o  D6a_inactive_censo_ensemble_clustered_conf_05_opt,-791.698625,-791.437034,0.398121,-791.279178,0.071353,0.066164,-791.350531,-791.345342,
o  D6a_inactive_censo_ensemble_clustered_conf_06_opt,-791.701210,-791.439785,0.398904,-791.281581,0.067167,0.063634,-791.348747,-791.345215,
o  D6a_inactive_censo_ensemble_clustered_conf_07_opt,-791.699160,-791.437510,0.397746,-791.280013,0.071379,0.066210,-791.351392,-791.346223,
o  D6a_inactive_censo_ensemble_clustered_conf_08_opt,-791.698837,-791.437326,0.397839,-791.279722,0.070450,0.065710,-791.350172,-791.345433,
o  D6a_inactive_censo_ensemble_clustered_conf_09_opt,-791.698919,-791.437244,0.398062,-791.279562,0.070493,0.065784,-791.350055,-791.345346,
o  D6a_inactive_censo_ensemble_clustered_conf_10_opt,-791.698342,-791.436571,0.397841,-791.279123,0.070534,0.066001,-791.349657,-791.345124,
o  D6a_pyridinium_censo_ensemble_clustered_conf_01_opt,-790.518022,-790.257196,0.375329,-790.121871,0.069738,0.065126,-790.191609,-790.186997,
o  D6a_pyridinium_censo_ensemble_clustered_conf_03_opt,-790.518465,-790.257746,0.375454,-790.122383,0.069019,0.064564,-790.191402,-790.186947,
o  D6a_pyridinium_censo_ensemble_clustered_conf_05_opt,-790.518563,-790.257876,0.375471,-790.122468,0.068864,0.064466,-790.191332,-790.186934,
o  D6a_pyridinium_censo_ensemble_clustered_conf_06_opt,-790.517190,-790.256358,0.375481,-790.120943,0.070174,0.065190,-790.191117,-790.186134,
o  D6a_pyridinium_censo_ensemble_clustered_conf_07_opt,-790.517111,-790.256265,0.375356,-790.120965,0.071460,0.065841,-790.192425,-790.186807,
o  D6a_pyridinium_censo_ensemble_clustered_conf_08_opt,-790.517355,-790.256505,0.375336,-790.121247,0.070590,0.065394,-790.191837,-790.186641,
o  D6a_pyridinium_censo_ensemble_clustered_conf_09_opt,-790.517238,-790.256406,0.375736,-790.120867,0.068940,0.064541,-790.189807,-790.185408,
o  D6a_pyridinium_censo_ensemble_clustered_conf_10_opt,-790.517904,-790.257199,0.376121,-790.121336,0.068624,0.064097,-790.189960,-790.185432,
o  D6a_reduced_censo_ensemble_clustered_conf_03_opt,-791.255755,-790.995139,0.385728,-790.849561,0.066182,0.062825,-790.915743,-790.912386,
o  D6a_reduced_censo_ensemble_clustered_conf_04_opt,-791.252364,-790.991765,0.384541,-790.846665,0.069876,0.065427,-790.916540,-790.912091,
o  D6a_reduced_censo_ensemble_clustered_conf_09_opt,-791.250868,-790.989985,0.384248,-790.845204,0.071674,0.066481,-790.916877,-790.911685,
o  D6a_reduced_censo_ensemble_clustered_conf_10_opt,-791.254346,-790.993502,0.385116,-790.848457,0.067359,0.063658,-790.915816,-790.912115,
o  D6b_inactive_censo_ensemble_clustered_conf_01_opt,-830.981303,-830.707426,0.425756,-830.532571,0.075030,0.069490,-830.607601,-830.602062,
o  D6b_inactive_censo_ensemble_clustered_conf_02_opt,-830.981973,-830.708151,0.426215,-830.532906,0.074572,0.069153,-830.607477,-830.602059,
o  D6b_inactive_censo_ensemble_clustered_conf_03_opt,-830.981706,-830.707911,0.425876,-830.532945,0.074152,0.068984,-830.607097,-830.601930,
o  D6b_inactive_censo_ensemble_clustered_conf_04_opt,-830.980635,-830.706733,0.426335,-830.531559,0.073836,0.068682,-830.605395,-830.600241,
o  D6b_inactive_censo_ensemble_clustered_conf_05_opt,-830.981621,-830.707883,0.425978,-830.532750,0.074954,0.069338,-830.607704,-830.602088,
o  D6b_inactive_censo_ensemble_clustered_conf_06_opt,-830.986108,-830.712093,0.427030,-830.536882,0.069842,0.066183,-830.606724,-830.603065,
o  D6b_inactive_censo_ensemble_clustered_conf_07_opt,-830.985970,-830.712033,0.427784,-830.536221,0.068785,0.065578,-830.605006,-830.601799,
o  D6b_inactive_censo_ensemble_clustered_conf_08_opt,-830.981113,-830.707239,0.426046,-830.532238,0.074326,0.068946,-830.606564,-830.601184,
o  D6b_inactive_censo_ensemble_clustered_conf_09_opt,-830.984288,-830.710691,0.427613,-830.534733,0.068993,0.065697,-830.603725,-830.600430,
o  D6b_inactive_censo_ensemble_clustered_conf_10_opt,-830.981273,-830.707541,0.426494,-830.532052,0.073957,0.068612,-830.606008,-830.600664,
o  D6b_pyridinium_censo_ensemble_clustered_conf_01_opt,-829.804973,-829.531760,0.403030,-829.379296,0.074096,0.068897,-829.453392,-829.448193,
o  D6b_pyridinium_censo_ensemble_clustered_conf_03_opt,-829.805400,-829.532286,0.403073,-829.379796,0.073479,0.068320,-829.453275,-829.448116,
o  D6b_pyridinium_censo_ensemble_clustered_conf_04_opt,-829.805525,-829.532444,0.403171,-829.379854,0.073735,0.068417,-829.453589,-829.448271,
o  D6b_pyridinium_censo_ensemble_clustered_conf_05_opt,-829.804190,-829.530941,0.403144,-829.378465,0.074378,0.068781,-829.452843,-829.447246,
o  D6b_pyridinium_censo_ensemble_clustered_conf_06_opt,-829.804132,-829.530904,0.403138,-829.378376,0.074914,0.069126,-829.453291,-829.447502,
o  D6b_pyridinium_censo_ensemble_clustered_conf_07_opt,-829.805062,-829.531809,0.403262,-829.379231,0.073365,0.068581,-829.452596,-829.447812,
o  D6b_pyridinium_censo_ensemble_clustered_conf_08_opt,-829.804372,-829.531139,0.403132,-829.378692,0.073741,0.068556,-829.452433,-829.447248,
o  D6b_pyridinium_censo_ensemble_clustered_conf_09_opt,-829.805436,-829.532272,0.402963,-829.379858,0.074372,0.068762,-829.454231,-829.448621,
o  D6b_pyridinium_censo_ensemble_clustered_conf_10_opt,-829.804653,-829.531493,0.403377,-829.378899,0.073256,0.068067,-829.452155,-829.446966,
o  D6b_reduced_censo_ensemble_clustered_conf_01_opt,-830.539666,-830.266630,0.412081,-830.104697,0.074015,0.068965,-830.178712,-830.173662,
o  D6b_reduced_censo_ensemble_clustered_conf_02_opt,-830.539375,-830.266489,0.412250,-830.104314,0.073693,0.068736,-830.178007,-830.173050,
o  D6b_reduced_censo_ensemble_clustered_conf_05_opt,-830.542689,-830.269605,0.413168,-830.107312,0.069866,0.066324,-830.177178,-830.173636,
o  D6b_reduced_censo_ensemble_clustered_conf_07_opt,-830.541826,-830.268549,0.413125,-830.106362,0.070963,0.066831,-830.177325,-830.173193,
o  D6b_reduced_censo_ensemble_clustered_conf_08_opt,-830.539559,-830.266438,0.413197,-830.104033,0.071522,0.066996,-830.175555,-830.171029,
o  D6b_reduced_censo_ensemble_clustered_conf_10_opt,-830.537843,-830.264711,0.412493,-830.102626,0.073820,0.068637,-830.176446,-830.171263,
o  C1a_inactive_censo_ensemble_clustered_conf_01_opt,-650.638483,-650.413855,0.272378,-650.350329,0.056054,0.053318,-650.406383,-650.403646,
o  C1a_inactive_censo_ensemble_clustered_conf_02_opt,-650.638027,-650.413350,0.272483,-650.349871,0.055796,0.053121,-650.405666,-650.402992,
o  C1a_inactive_censo_ensemble_clustered_conf_03_opt,-650.637906,-650.413253,0.272521,-650.349664,0.055643,0.053139,-650.405307,-650.402802,
o  C1a_inactive_censo_ensemble_clustered_conf_04_opt,-650.637610,-650.412973,0.272408,-650.349536,0.055513,0.052961,-650.405050,-650.402497,
o  C1a_inactive_censo_ensemble_clustered_conf_05_opt,-650.637523,-650.412827,0.272648,-650.349169,0.055662,0.053115,-650.404831,-650.402283,
o  C1a_inactive_censo_ensemble_clustered_conf_06_opt,-650.637383,-650.412651,0.272661,-650.348973,0.055843,0.053335,-650.404816,-650.402308,
o  C1a_inactive_censo_ensemble_clustered_conf_07_opt,-650.636366,-650.411718,0.272705,-650.348043,0.055140,0.052803,-650.403183,-650.400846,
o  C1a_inactive_censo_ensemble_clustered_conf_08_opt,-650.637389,-650.412712,0.272540,-650.349090,0.055820,0.053334,-650.404910,-650.402424,
o  C1a_inactive_censo_ensemble_clustered_conf_09_opt,-650.636279,-650.411667,0.272563,-650.348068,0.054983,0.052850,-650.403051,-650.400918,
o  C1a_inactive_censo_ensemble_clustered_conf_10_opt,-650.638934,-650.414364,0.271917,-650.351042,0.056754,0.054016,-650.407796,-650.405058,
o  C1a_pyridinium_censo_ensemble_clustered_conf_01_opt,-649.456847,-649.232949,0.250592,-649.191434,0.053686,0.051317,-649.245120,-649.242751,
o  C1a_pyridinium_censo_ensemble_clustered_conf_03_opt,-649.456976,-649.233076,0.250237,-649.191781,0.054034,0.051628,-649.245816,-649.243409,
o  C1a_pyridinium_censo_ensemble_clustered_conf_04_opt,-649.456950,-649.233130,0.250364,-649.191675,0.053896,0.051496,-649.245571,-649.243171,
o  C1a_pyridinium_censo_ensemble_clustered_conf_05_opt,-649.456474,-649.232588,0.250351,-649.191074,0.054700,0.052117,-649.245774,-649.243191,
o  C1a_pyridinium_censo_ensemble_clustered_conf_06_opt,-649.456466,-649.232475,0.250491,-649.190957,0.054498,0.052000,-649.245455,-649.242957,
o  C1a_pyridinium_censo_ensemble_clustered_conf_07_opt,-649.458057,-649.234174,0.250050,-649.192880,0.055373,0.052478,-649.248253,-649.245359,
o  C1a_pyridinium_censo_ensemble_clustered_conf_08_opt,-649.457452,-649.233539,0.251016,-649.191629,0.053811,0.051384,-649.245440,-649.243013,
o  C1a_pyridinium_censo_ensemble_clustered_conf_09_opt,-649.458243,-649.234622,0.250622,-649.192756,0.054161,0.051701,-649.246917,-649.244457,
o  C1a_pyridinium_censo_ensemble_clustered_conf_10_opt,-649.457408,-649.233719,0.251508,-649.191482,0.052057,0.050303,-649.243538,-649.241784,
o  C1a_reduced_censo_ensemble_clustered_conf_02_opt,-650.190727,-649.967509,0.260639,-649.915361,0.051869,0.050663,-649.967231,-649.966024,
o  C1a_reduced_censo_ensemble_clustered_conf_04_opt,-650.189004,-649.965099,0.259507,-649.914043,0.054992,0.052569,-649.969035,-649.966612,
o  C1a_reduced_censo_ensemble_clustered_conf_07_opt,-650.189749,-649.966189,0.258957,-649.914907,0.056575,0.053978,-649.971482,-649.968885,
o  C1a_reduced_censo_ensemble_clustered_conf_08_opt,-650.189325,-649.965913,0.259758,-649.914150,0.054552,0.052313,-649.968702,-649.966462,
o  C1a_reduced_censo_ensemble_clustered_conf_09_opt,-650.187439,-649.963775,0.259087,-649.912634,0.056310,0.053345,-649.968944,-649.965979,
o  C1b_inactive_censo_ensemble_clustered_conf_01_opt,-689.919982,-689.683009,0.300583,-689.602205,0.059113,0.056158,-689.661319,-689.658364,
o  C1b_inactive_censo_ensemble_clustered_conf_02_opt,-689.920546,-689.683629,0.300561,-689.602774,0.059138,0.056160,-689.661912,-689.658934,
o  C1b_inactive_censo_ensemble_clustered_conf_03_opt,-689.920305,-689.683503,0.301192,-689.602127,0.058385,0.055640,-689.660512,-689.657767,
o  C1b_inactive_censo_ensemble_clustered_conf_04_opt,-689.920015,-689.683030,0.300595,-689.602211,0.058684,0.056039,-689.660895,-689.658250,
o  C1b_inactive_censo_ensemble_clustered_conf_05_opt,-689.919819,-689.682946,0.301544,-689.601363,0.057962,0.055424,-689.659325,-689.656787,
o  C1b_inactive_censo_ensemble_clustered_conf_06_opt,-689.918614,-689.681517,0.300724,-689.600737,0.058517,0.055906,-689.659254,-689.656643,
o  C1b_inactive_censo_ensemble_clustered_conf_07_opt,-689.918862,-689.681846,0.301121,-689.600697,0.058121,0.055600,-689.658818,-689.656297,
o  C1b_inactive_censo_ensemble_clustered_conf_08_opt,-689.921858,-689.685806,0.302107,-689.603312,0.055763,0.054039,-689.659075,-689.657351,
o  C1b_inactive_censo_ensemble_clustered_conf_09_opt,-689.919336,-689.682422,0.301018,-689.601101,0.059163,0.056265,-689.660264,-689.657366,
o  C1b_inactive_censo_ensemble_clustered_conf_10_opt,-689.918552,-689.681724,0.301215,-689.600281,0.058138,0.055607,-689.658419,-689.655888,
o  C1b_pyridinium_censo_ensemble_clustered_conf_01_opt,-688.743698,-688.507444,0.278140,-688.448829,0.058463,0.055313,-688.507293,-688.504142,
o  C1b_pyridinium_censo_ensemble_clustered_conf_02_opt,-688.743808,-688.507596,0.278142,-688.448982,0.057969,0.055194,-688.506950,-688.504176,
o  C1b_pyridinium_censo_ensemble_clustered_conf_03_opt,-688.744064,-688.507810,0.278024,-688.449321,0.058008,0.055227,-688.507329,-688.504548,
o  C1b_pyridinium_censo_ensemble_clustered_conf_04_opt,-688.743244,-688.506962,0.277732,-688.448490,0.059673,0.056201,-688.508163,-688.504692,
o  C1b_pyridinium_censo_ensemble_clustered_conf_05_opt,-688.743398,-688.507091,0.277621,-688.448776,0.059290,0.056121,-688.508067,-688.504897,
o  C1b_pyridinium_censo_ensemble_clustered_conf_06_opt,-688.744910,-688.508717,0.278022,-688.450026,0.058597,0.055874,-688.508624,-688.505900,
o  C1b_pyridinium_censo_ensemble_clustered_conf_07_opt,-688.744320,-688.507981,0.278489,-688.449119,0.058551,0.055371,-688.507670,-688.504490,
o  C1b_pyridinium_censo_ensemble_clustered_conf_08_opt,-688.745306,-688.509273,0.277897,-688.450572,0.058601,0.055648,-688.509172,-688.506220,
o  C1b_pyridinium_censo_ensemble_clustered_conf_09_opt,-688.744498,-688.508232,0.278181,-688.449479,0.059030,0.055675,-688.508509,-688.505154,
o  C1b_pyridinium_censo_ensemble_clustered_conf_10_opt,-688.745080,-688.509008,0.277751,-688.450483,0.058807,0.055706,-688.509290,-688.506190,
o  C1b_reduced_censo_ensemble_clustered_conf_02_opt,-689.477391,-689.241904,0.288110,-689.172860,0.055594,0.054076,-689.228454,-689.226936,
o  C1b_reduced_censo_ensemble_clustered_conf_03_opt,-689.475913,-689.239750,0.287542,-689.171382,0.058391,0.055652,-689.229772,-689.227033,
o  C1b_reduced_censo_ensemble_clustered_conf_05_opt,-689.475793,-689.239866,0.286599,-689.171698,0.060164,0.057161,-689.231862,-689.228860,
o  C1b_reduced_censo_ensemble_clustered_conf_06_opt,-689.477386,-689.241810,0.287675,-689.172805,0.058156,0.055422,-689.230962,-689.228227,
o  C1b_reduced_censo_ensemble_clustered_conf_08_opt,-689.475815,-689.239731,0.286962,-689.171507,0.059661,0.056598,-689.231168,-689.228105,
o  C2a_inactive_censo_ensemble_clustered_conf_01_opt,-574.196376,-574.004931,0.244023,-573.938220,0.051673,0.049802,-573.989892,-573.988022,
o  C2a_inactive_censo_ensemble_clustered_conf_02_opt,-574.196066,-574.004543,0.244089,-573.937783,0.051974,0.050040,-573.989757,-573.987823,
o  C2a_inactive_censo_ensemble_clustered_conf_03_opt,-574.195548,-574.004093,0.244354,-573.937021,0.051787,0.049854,-573.988808,-573.986875,
o  C2a_inactive_censo_ensemble_clustered_conf_04_opt,-574.198965,-574.008419,0.245436,-573.940111,0.048933,0.047996,-573.989044,-573.988107,
o  C2a_inactive_censo_ensemble_clustered_conf_05_opt,-574.194810,-574.003325,0.244181,-573.936512,0.051397,0.049785,-573.987909,-573.986298,
o  C2a_inactive_censo_ensemble_clustered_conf_06_opt,-574.194511,-574.003170,0.244234,-573.936160,0.051456,0.049780,-573.987617,-573.985941,
o  C2a_inactive_censo_ensemble_clustered_conf_07_opt,-574.195348,-574.003754,0.243767,-573.937177,0.052896,0.050697,-573.990073,-573.987874,
